Call Failure,Complains,Subscription Length,Charge Amount,Seconds of Use,Frequency of use,Frequency of SMS,Distinct Called Numbers,Churn
2.0,0.0,,0,15000.0,,132.0,23.0,0
0.0,0.0,,0,6015.0,72.0,168.0,19.0,0
,0.0,32.0,0,,,0.0,0.0,0
0.0,0.0,,0,,0.0,,0.0,0
0.0,0.0,32.0,0,0.0,0.0,0.0,0.0,1
0.0,,,0,,113.0,366.0,36.0,0
0.0,,32.0,0,10980.0,140.0,0.0,40.0,0
1.0,0.0,32.0,0,6233.0,61.0,,30.0,0
16.0,0.0,28.0,0,470.0,33.0,0.0,10.0,1
,0.0,31.0,7,9950.0,79.0,,35.0,0
6.0,1.0,31.0,0,5333.0,84.0,8.0,17.0,1
0.0,0.0,,0,,,0.0,,0
2.0,1.0,30.0,0,2505.0,27.0,0.0,9.0,1
2.0,0.0,31.0,0,1783.0,30.0,16.0,,1
0.0,0.0,31.0,0,0.0,,0.0,,1
0.0,0.0,31.0,0,,0.0,0.0,0.0,0
0.0,0.0,28.0,0,6300.0,,0.0,15.0,0
0.0,0.0,31.0,0,,0.0,,,1
0.0,0.0,,0,0.0,,0.0,0.0,0
18.0,,26.0,2,15590.0,224.0,0.0,73.0,0
,0.0,29.0,2,,102.0,253.0,26.0,0
0.0,0.0,31.0,0,3233.0,68.0,0.0,21.0,0
0.0,0.0,30.0,0,,30.0,20.0,13.0,0
,0.0,31.0,0,,39.0,157.0,16.0,0
0.0,0.0,,0,830.0,22.0,175.0,4.0,0
0.0,0.0,21.0,0,,25.0,12.0,,0
4.0,0.0,22.0,0,215.0,11.0,,3.0,0
0.0,0.0,21.0,0,0.0,0.0,,0.0,0
,0.0,20.0,0,740.0,18.0,1.0,6.0,0
0.0,0.0,20.0,0,2740.0,47.0,0.0,16.0,0
0.0,0.0,13.0,0,1210.0,12.0,,7.0,0
,0.0,12.0,0,5908.0,127.0,67.0,35.0,0
5.0,0.0,,0,8448.0,,55.0,,0
1.0,0.0,11.0,2,2368.0,31.0,13.0,12.0,0
,0.0,4.0,0,3905.0,,197.0,3.0,0
,0.0,4.0,0,1003.0,5.0,0.0,4.0,1
7.0,,36.0,1,4665.0,75.0,19.0,30.0,0
,0.0,37.0,0,613.0,,,,0
,0.0,35.0,1,2748.0,64.0,373.0,37.0,0
9.0,0.0,36.0,1,4493.0,,,48.0,0
2.0,,,1,2688.0,62.0,16.0,,0
10.0,0.0,36.0,2,4070.0,86.0,46.0,41.0,0
3.0,0.0,36.0,1,2655.0,43.0,299.0,31.0,0
12.0,0.0,35.0,3,9410.0,125.0,158.0,56.0,0
,0.0,36.0,1,14068.0,173.0,14.0,,0
6.0,0.0,36.0,2,4810.0,87.0,16.0,38.0,0
5.0,0.0,36.0,1,6213.0,99.0,21.0,25.0,0
8.0,0.0,36.0,0,2533.0,58.0,22.0,30.0,0
24.0,0.0,36.0,4,,229.0,68.0,45.0,0
,0.0,36.0,2,3390.0,,497.0,,0
8.0,0.0,35.0,1,15780.0,186.0,,43.0,0
2.0,0.0,,2,6795.0,90.0,200.0,39.0,0
0.0,0.0,35.0,0,1170.0,18.0,,24.0,0
,0.0,36.0,0,1005.0,18.0,27.0,21.0,0
0.0,1.0,35.0,0,,4.0,,13.0,1
2.0,,35.0,1,7803.0,131.0,398.0,,0
6.0,0.0,35.0,2,11760.0,158.0,25.0,60.0,0
7.0,,,2,7013.0,79.0,122.0,,0
22.0,0.0,31.0,0,1250.0,51.0,30.0,30.0,1
,,34.0,9,10730.0,,,55.0,0
12.0,0.0,,2,6113.0,102.0,40.0,37.0,0
0.0,0.0,32.0,1,3135.0,26.0,14.0,27.0,0
8.0,0.0,33.0,0,3285.0,45.0,23.0,29.0,1
,1.0,,0,2563.0,48.0,,44.0,1
0.0,0.0,34.0,0,,6.0,14.0,,1
0.0,,34.0,1,1963.0,29.0,14.0,19.0,0
2.0,0.0,31.0,2,7080.0,101.0,28.0,,0
0.0,,34.0,0,,11.0,23.0,,1
0.0,0.0,,2,633.0,8.0,18.0,15.0,0
24.0,0.0,,4,,242.0,14.0,93.0,0
5.0,0.0,,4,7260.0,120.0,285.0,46.0,0
1.0,,34.0,1,4013.0,86.0,16.0,41.0,0
2.0,1.0,33.0,0,1960.0,,,33.0,1
5.0,0.0,34.0,1,,57.0,189.0,,0
,,25.0,2,,40.0,207.0,24.0,0
3.0,0.0,24.0,1,1863.0,,44.0,81.0,0
10.0,0.0,,0,995.0,,,20.0,0
0.0,0.0,24.0,0,1120.0,14.0,35.0,16.0,0
9.0,0.0,23.0,1,1520.0,,33.0,26.0,0
1.0,0.0,23.0,1,3520.0,65.0,22.0,,0
1.0,0.0,16.0,1,1990.0,,42.0,27.0,0
15.0,0.0,15.0,2,6688.0,145.0,99.0,55.0,0
,0.0,13.0,1,,175.0,87.0,53.0,0
7.0,0.0,14.0,4,,49.0,45.0,,0
1.0,0.0,7.0,2,4685.0,44.0,,23.0,0
2.0,1.0,,2,1783.0,23.0,,20.0,1
0.0,0.0,,0,3465.0,55.0,,10.0,0
,0.0,37.0,0,0.0,0.0,,0.0,0
1.0,0.0,,0,1548.0,44.0,,7.0,0
1.0,0.0,36.0,0,3293.0,50.0,0.0,18.0,0
0.0,,36.0,0,1488.0,,0.0,16.0,0
2.0,0.0,,0,2870.0,66.0,4.0,,0
,,36.0,0,1455.0,23.0,257.0,1.0,0
4.0,0.0,35.0,0,8210.0,105.0,116.0,26.0,0
,0.0,36.0,0,12868.0,153.0,,27.0,0
0.0,0.0,36.0,0,3610.0,67.0,0.0,8.0,0
0.0,0.0,,0,5013.0,79.0,0.0,13.0,0
0.0,,36.0,0,1333.0,38.0,0.0,4.0,0
16.0,0.0,36.0,0,,209.0,26.0,,0
0.0,0.0,,0,2190.0,11.0,,5.0,0
,,35.0,0,14580.0,,,13.0,0
,0.0,35.0,0,5595.0,,158.0,9.0,0
,0.0,,0,0.0,,0.0,0.0,0
0.0,0.0,,0,0.0,0.0,0.0,,0
0.0,0.0,35.0,0,0.0,0.0,0.0,0.0,1
0.0,0.0,35.0,0,,111.0,356.0,26.0,0
0.0,0.0,35.0,0,10560.0,138.0,,30.0,0
,0.0,35.0,0,,59.0,80.0,20.0,0
7.0,0.0,31.0,0,,2.0,0.0,1.0,1
12.0,0.0,34.0,5,,,,25.0,0
,0.0,34.0,0,4913.0,82.0,0.0,7.0,1
0.0,0.0,32.0,0,1935.0,6.0,0.0,2.0,0
0.0,0.0,33.0,0,,25.0,0.0,9.0,1
0.0,1.0,34.0,0,1363.0,28.0,6.0,14.0,1
0.0,0.0,34.0,0,0.0,,0.0,0.0,1
0.0,0.0,34.0,0,0.0,0.0,0.0,,0
,0.0,31.0,0,5880.0,81.0,0.0,,0
0.0,1.0,34.0,0,0.0,0.0,0.0,0.0,1
0.0,0.0,34.0,0,0.0,,0.0,0.0,0
16.0,0.0,29.0,0,15170.0,,0.0,63.0,0
0.0,0.0,32.0,0,6060.0,100.0,,16.0,0
0.0,0.0,34.0,0,2813.0,,0.0,11.0,0
,0.0,33.0,0,,,10.0,3.0,0
,,34.0,0,1875.0,37.0,147.0,6.0,0
0.0,0.0,25.0,0,1903.0,20.0,165.0,8.0,0
,0.0,24.0,0,663.0,23.0,2.0,51.0,0
0.0,0.0,25.0,0,0.0,0.0,,0.0,0
0.0,0.0,24.0,0,0.0,0.0,0.0,0.0,0
0.0,0.0,23.0,0,0.0,,0.0,0.0,0
0.0,0.0,23.0,0,2320.0,,0.0,6.0,0
,0.0,16.0,0,0.0,,0.0,0.0,0
7.0,0.0,15.0,0,5488.0,,57.0,25.0,0
,0.0,13.0,0,,155.0,45.0,,0
0.0,,14.0,0,1948.0,29.0,3.0,2.0,0
0.0,,7.0,0,,24.0,187.0,21.0,0
0.0,0.0,7.0,0,,0.0,0.0,0.0,1
3.0,0.0,37.0,0,4180.0,71.0,30.0,19.0,0
0.0,,38.0,0,128.0,5.0,32.0,6.0,0
5.0,0.0,36.0,0,2263.0,60.0,,26.0,0
,0.0,37.0,0,,,26.0,37.0,0
0.0,,,0,2203.0,58.0,,,0
6.0,,,1,,,,,0
0.0,0.0,37.0,0,,39.0,310.0,20.0,0
8.0,,36.0,2,,121.0,169.0,45.0,0
,,37.0,0,13583.0,169.0,25.0,46.0,0
2.0,0.0,37.0,1,4325.0,83.0,27.0,,0
1.0,0.0,37.0,0,5728.0,95.0,32.0,14.0,0
,0.0,37.0,0,2048.0,54.0,33.0,19.0,0
20.0,0.0,37.0,3,,225.0,79.0,34.0,0
0.0,0.0,37.0,1,2905.0,,508.0,10.0,0
4.0,0.0,,0,15295.0,,,32.0,0
,0.0,36.0,1,6310.0,,,28.0,0
0.0,0.0,,0,685.0,14.0,25.0,13.0,0
,0.0,37.0,0,520.0,,38.0,10.0,0
,0.0,36.0,0,0.0,0.0,,0.0,1
0.0,0.0,36.0,0,7318.0,,409.0,45.0,0
2.0,0.0,36.0,1,11275.0,154.0,36.0,49.0,0
3.0,0.0,36.0,1,6528.0,75.0,133.0,39.0,0
18.0,0.0,32.0,0,765.0,,41.0,19.0,1
16.0,0.0,35.0,8,10245.0,93.0,26.0,44.0,0
8.0,1.0,35.0,1,5628.0,98.0,51.0,,1
0.0,0.0,33.0,0,2650.0,22.0,,16.0,0
4.0,,34.0,0,2800.0,41.0,34.0,18.0,1
4.0,0.0,35.0,0,2078.0,44.0,,33.0,1
0.0,0.0,35.0,0,0.0,0.0,,0.0,1
0.0,0.0,35.0,0,1478.0,25.0,25.0,8.0,0
0.0,0.0,32.0,1,,,39.0,24.0,0
0.0,0.0,35.0,0,438.0,,34.0,6.0,1
0.0,0.0,35.0,1,148.0,4.0,,,0
20.0,0.0,,3,15885.0,238.0,25.0,82.0,0
1.0,0.0,33.0,3,6775.0,116.0,296.0,35.0,0
,0.0,35.0,0,3528.0,,27.0,30.0,0
0.0,0.0,34.0,0,,44.0,63.0,22.0,0
1.0,,35.0,0,2590.0,53.0,200.0,25.0,0
0.0,,26.0,1,1125.0,36.0,218.0,,0
0.0,0.0,25.0,0,1378.0,39.0,55.0,70.0,0
,0.0,26.0,0,510.0,25.0,35.0,,0
0.0,0.0,25.0,0,635.0,10.0,46.0,,0
5.0,,24.0,0,1035.0,,44.0,,0
0.0,,24.0,0,3035.0,61.0,33.0,25.0,0
0.0,0.0,17.0,0,1505.0,26.0,53.0,16.0,0
11.0,0.0,16.0,1,6203.0,,110.0,44.0,0
7.0,0.0,14.0,0,8743.0,171.0,98.0,42.0,0
3.0,0.0,15.0,3,2663.0,45.0,56.0,21.0,0
0.0,0.0,8.0,1,4200.0,40.0,240.0,12.0,0
0.0,,8.0,1,1298.0,19.0,25.0,9.0,1
3.0,,35.0,0,3950.0,59.0,0.0,11.0,0
0.0,0.0,36.0,0,0.0,0.0,0.0,0.0,0
,0.0,,0,2033.0,,320.0,18.0,0
,0.0,35.0,0,3778.0,54.0,0.0,29.0,0
,,35.0,0,1973.0,46.0,0.0,,0
6.0,,35.0,0,3355.0,70.0,0.0,,0
0.0,0.0,35.0,0,1940.0,,246.0,12.0,0
8.0,0.0,,0,8695.0,109.0,,,0
2.0,0.0,35.0,0,13353.0,157.0,,38.0,0
,0.0,35.0,0,4095.0,71.0,0.0,19.0,0
1.0,0.0,,0,5498.0,83.0,0.0,6.0,0
,,,0,1818.0,42.0,0.0,,0
,0.0,35.0,1,14720.0,213.0,15.0,26.0,0
0.0,,35.0,0,2675.0,15.0,444.0,2.0,0
4.0,0.0,34.0,0,15065.0,,111.0,,0
0.0,0.0,34.0,0,6080.0,74.0,,20.0,0
0.0,,34.0,0,455.0,2.0,0.0,,0
0.0,0.0,35.0,0,290.0,2.0,0.0,2.0,0
0.0,0.0,34.0,0,0.0,0.0,0.0,0.0,1
0.0,,34.0,0,7088.0,115.0,,37.0,0
2.0,0.0,,0,11045.0,142.0,0.0,,0
3.0,0.0,34.0,0,6298.0,,,31.0,0
18.0,0.0,30.0,0,535.0,35.0,0.0,11.0,1
16.0,0.0,,6,,81.0,0.0,36.0,0
8.0,,33.0,0,5398.0,86.0,,18.0,1
0.0,0.0,31.0,0,2420.0,,0.0,8.0,0
,1.0,32.0,0,2570.0,29.0,0.0,10.0,1
,0.0,33.0,0,1848.0,,,25.0,1
0.0,,33.0,0,,0.0,0.0,0.0,1
0.0,0.0,33.0,0,1248.0,13.0,0.0,3.0,0
,0.0,30.0,0,6365.0,85.0,,16.0,0
,0.0,33.0,0,,0.0,0.0,,1
,0.0,33.0,0,0.0,,0.0,0.0,0
20.0,0.0,28.0,1,15655.0,226.0,,74.0,0
1.0,0.0,31.0,1,,104.0,232.0,27.0,0
0.0,,33.0,0,,70.0,0.0,,0
0.0,0.0,32.0,0,1245.0,32.0,0.0,14.0,0
1.0,0.0,33.0,0,,41.0,136.0,17.0,0
0.0,,24.0,0,895.0,24.0,154.0,5.0,0
0.0,0.0,23.0,0,,27.0,0.0,62.0,0
,0.0,24.0,0,,13.0,0.0,,0
0.0,0.0,23.0,0,0.0,0.0,0.0,0.0,0
5.0,0.0,22.0,0,805.0,,0.0,7.0,0
0.0,0.0,22.0,0,2805.0,49.0,0.0,17.0,0
0.0,0.0,15.0,0,,14.0,0.0,,0
11.0,,14.0,0,5973.0,129.0,46.0,36.0,0
7.0,0.0,12.0,0,,159.0,34.0,34.0,0
3.0,,13.0,1,2433.0,,0.0,13.0,0
0.0,0.0,,0,3970.0,,176.0,4.0,0
0.0,1.0,6.0,0,,7.0,,1.0,1
5.0,0.0,36.0,0,,66.0,7.0,,0
0.0,0.0,37.0,0,0.0,,9.0,0.0,0
7.0,0.0,35.0,0,2338.0,55.0,361.0,25.0,0
,0.0,36.0,0,4083.0,61.0,3.0,36.0,0
0.0,0.0,36.0,0,2278.0,53.0,,,0
8.0,,36.0,0,3660.0,,34.0,29.0,0
1.0,0.0,36.0,0,2245.0,34.0,287.0,19.0,0
10.0,0.0,35.0,1,9000.0,116.0,146.0,,0
4.0,0.0,36.0,0,13658.0,,,45.0,0
4.0,0.0,,0,4400.0,78.0,4.0,26.0,0
3.0,,,0,5803.0,,9.0,,0
6.0,1.0,,0,2123.0,49.0,10.0,18.0,0
22.0,0.0,36.0,2,15025.0,220.0,56.0,,0
1.0,0.0,36.0,0,2980.0,22.0,485.0,9.0,0
6.0,0.0,,0,,177.0,152.0,31.0,0
0.0,,,0,6385.0,81.0,188.0,27.0,0
0.0,0.0,35.0,0,,9.0,2.0,12.0,0
0.0,0.0,36.0,0,595.0,9.0,15.0,9.0,0
0.0,0.0,35.0,0,,0.0,2.0,0.0,1
0.0,0.0,35.0,0,7393.0,,386.0,44.0,0
4.0,0.0,35.0,0,11350.0,149.0,13.0,48.0,0
5.0,0.0,35.0,0,6603.0,70.0,110.0,38.0,0
20.0,0.0,31.0,0,840.0,42.0,18.0,18.0,1
18.0,0.0,34.0,7,,88.0,3.0,,0
10.0,0.0,34.0,0,5703.0,93.0,,,1
0.0,0.0,32.0,0,2725.0,17.0,2.0,15.0,0
6.0,0.0,33.0,0,2875.0,36.0,11.0,17.0,1
,1.0,,0,2153.0,39.0,36.0,32.0,1
,,34.0,0,0.0,0.0,2.0,0.0,1
0.0,0.0,34.0,0,1553.0,20.0,2.0,7.0,0
0.0,0.0,31.0,0,6670.0,92.0,16.0,23.0,0
0.0,0.0,34.0,0,513.0,2.0,11.0,5.0,1
,0.0,34.0,0,0.0,0.0,6.0,0.0,0
22.0,,29.0,2,15960.0,,2.0,81.0,0
3.0,0.0,32.0,2,6850.0,111.0,273.0,,0
0.0,,34.0,0,3603.0,77.0,4.0,,0
0.0,0.0,33.0,0,1550.0,,40.0,21.0,0
3.0,0.0,34.0,0,2665.0,48.0,177.0,24.0,0
1.0,0.0,25.0,0,1200.0,31.0,,12.0,0
,0.0,24.0,0,1453.0,,32.0,69.0,0
8.0,,25.0,0,585.0,20.0,12.0,8.0,0
,,24.0,0,710.0,5.0,,4.0,0
7.0,0.0,23.0,0,1110.0,27.0,21.0,14.0,0
,0.0,,0,3110.0,56.0,10.0,24.0,0
0.0,0.0,16.0,0,1580.0,21.0,30.0,15.0,0
13.0,,15.0,0,6277.0,136.0,87.0,43.0,0
9.0,0.0,,0,,,75.0,41.0,0
5.0,0.0,14.0,2,2737.0,40.0,33.0,20.0,0
,0.0,7.0,0,4275.0,35.0,217.0,11.0,0
,1.0,,0,1372.0,14.0,2.0,8.0,1
1.0,,,0,3875.0,64.0,0.0,12.0,0
0.0,0.0,37.0,0,,0.0,,0.0,0
3.0,0.0,35.0,0,1958.0,,,19.0,0
,,36.0,0,3703.0,59.0,0.0,,0
0.0,0.0,36.0,0,1898.0,,0.0,,0
4.0,0.0,36.0,0,3280.0,75.0,16.0,23.0,0
0.0,0.0,36.0,0,1865.0,32.0,269.0,13.0,0
,0.0,35.0,1,,,128.0,38.0,0
0.0,0.0,36.0,0,13278.0,162.0,0.0,,0
0.0,0.0,36.0,0,4020.0,,0.0,,0
0.0,0.0,36.0,0,5423.0,,,7.0,0
2.0,0.0,36.0,0,1743.0,47.0,,12.0,0
18.0,0.0,36.0,2,14645.0,218.0,38.0,27.0,0
0.0,0.0,36.0,0,2600.0,20.0,467.0,3.0,0
2.0,0.0,35.0,0,14990.0,175.0,134.0,25.0,0
,0.0,35.0,0,6005.0,79.0,,21.0,0
0.0,0.0,35.0,0,380.0,7.0,0.0,6.0,0
,0.0,36.0,0,215.0,7.0,,3.0,0
0.0,0.0,35.0,0,0.0,0.0,0.0,0.0,1
0.0,0.0,35.0,0,,120.0,368.0,38.0,0
,,35.0,0,10970.0,147.0,0.0,42.0,0
,,35.0,0,6223.0,68.0,,,0
,1.0,31.0,0,460.0,40.0,0.0,12.0,1
14.0,0.0,34.0,7,,,0.0,,0
6.0,0.0,34.0,0,5323.0,91.0,,,1
0.0,,32.0,0,2345.0,,0.0,9.0,0
2.0,,33.0,0,2495.0,,0.0,11.0,1
2.0,0.0,34.0,0,1773.0,37.0,18.0,26.0,1
0.0,0.0,34.0,0,0.0,,,0.0,1
0.0,0.0,34.0,0,1173.0,,0.0,,0
0.0,0.0,31.0,0,,90.0,,17.0,0
0.0,0.0,34.0,0,0.0,0.0,,,1
,,34.0,0,0.0,0.0,0.0,0.0,0
18.0,0.0,29.0,2,15580.0,231.0,0.0,75.0,0
0.0,0.0,32.0,2,6470.0,,255.0,,0
0.0,0.0,34.0,0,3223.0,75.0,0.0,23.0,0
0.0,0.0,,0,1170.0,37.0,22.0,,0
,0.0,34.0,0,,46.0,159.0,18.0,0
0.0,,25.0,0,820.0,29.0,,,0
0.0,0.0,24.0,0,,32.0,14.0,63.0,0
4.0,0.0,25.0,0,205.0,,0.0,2.0,0
0.0,0.0,,0,0.0,0.0,,0.0,0
,0.0,23.0,0,,25.0,3.0,8.0,0
,0.0,23.0,0,2730.0,54.0,0.0,,0
,0.0,16.0,0,1200.0,19.0,,9.0,0
9.0,0.0,15.0,0,5897.0,134.0,,37.0,0
,0.0,13.0,0,,164.0,57.0,,0
,0.0,,2,2357.0,,15.0,,0
0.0,0.0,7.0,0,,,199.0,5.0,0
0.0,0.0,7.0,0,,12.0,0.0,2.0,1
1.0,0.0,31.0,0,4065.0,,0.0,14.0,0
0.0,0.0,32.0,0,0.0,0.0,,0.0,0
3.0,0.0,30.0,0,2148.0,48.0,344.0,,0
3.0,,31.0,0,3893.0,54.0,0.0,32.0,0
,,31.0,0,,46.0,0.0,30.0,0
4.0,0.0,,0,,70.0,17.0,25.0,0
,0.0,,0,2055.0,27.0,270.0,,0
6.0,,30.0,0,8810.0,109.0,,,0
0.0,0.0,31.0,0,13468.0,157.0,,,0
0.0,0.0,31.0,0,4210.0,,,22.0,0
0.0,,31.0,0,5613.0,83.0,0.0,,0
2.0,0.0,31.0,0,1933.0,42.0,0.0,,0
,0.0,31.0,1,14835.0,,39.0,,0
0.0,0.0,31.0,0,2790.0,,468.0,5.0,0
2.0,0.0,,0,,170.0,,,0
0.0,0.0,,0,6195.0,74.0,,23.0,0
0.0,0.0,,0,570.0,2.0,0.0,8.0,0
0.0,0.0,31.0,0,405.0,2.0,,,0
0.0,,,0,0.0,,0.0,0.0,1
0.0,0.0,30.0,0,7203.0,115.0,369.0,40.0,0
,,30.0,0,11160.0,142.0,,44.0,0
1.0,0.0,30.0,0,6413.0,63.0,93.0,34.0,0
16.0,0.0,26.0,0,,35.0,,14.0,1
14.0,0.0,29.0,6,10130.0,81.0,0.0,39.0,0
6.0,0.0,,0,5513.0,86.0,11.0,,1
,0.0,27.0,0,2535.0,10.0,0.0,11.0,0
2.0,0.0,28.0,0,2685.0,29.0,0.0,13.0,1
2.0,0.0,29.0,0,1963.0,,19.0,,1
0.0,0.0,29.0,0,,0.0,,,1
,0.0,29.0,0,1363.0,13.0,,,0
0.0,0.0,26.0,0,6480.0,85.0,0.0,,0
0.0,0.0,,0,,0.0,0.0,0.0,1
0.0,0.0,29.0,0,0.0,0.0,0.0,0.0,0
18.0,0.0,24.0,1,,226.0,0.0,77.0,0
0.0,0.0,27.0,1,6660.0,104.0,256.0,30.0,0
0.0,0.0,29.0,0,3413.0,70.0,0.0,25.0,0
,,28.0,0,1360.0,32.0,23.0,17.0,0
0.0,0.0,29.0,0,2475.0,41.0,160.0,20.0,0
0.0,0.0,20.0,0,1010.0,24.0,,8.0,0
0.0,,19.0,0,1263.0,27.0,15.0,,0
,0.0,20.0,0,395.0,13.0,0.0,4.0,0
0.0,,19.0,0,520.0,4.0,,2.0,0
3.0,0.0,18.0,0,920.0,,4.0,10.0,0
0.0,,18.0,0,2920.0,49.0,0.0,20.0,0
0.0,0.0,11.0,0,1390.0,14.0,,11.0,0
9.0,,,0,6087.0,129.0,70.0,,0
5.0,0.0,8.0,0,8627.0,159.0,58.0,37.0,0
1.0,0.0,9.0,1,2547.0,33.0,16.0,16.0,0
0.0,0.0,3.0,0,4085.0,,200.0,,0
0.0,0.0,3.0,0,1182.0,7.0,,4.0,1
5.0,0.0,41.0,0,4065.0,71.0,6.0,16.0,0
,0.0,42.0,0,13.0,5.0,,,0
7.0,,40.0,0,2148.0,,,23.0,0
7.0,0.0,41.0,0,3893.0,66.0,2.0,34.0,0
,0.0,41.0,0,2088.0,,3.0,32.0,0
8.0,0.0,41.0,1,,82.0,33.0,,0
,0.0,41.0,0,2055.0,,,,0
,0.0,40.0,2,,121.0,145.0,42.0,0
4.0,,41.0,0,13468.0,169.0,,43.0,0
,0.0,41.0,1,4210.0,83.0,3.0,24.0,0
3.0,0.0,41.0,0,5613.0,95.0,8.0,,0
6.0,0.0,41.0,0,1933.0,,9.0,16.0,0
22.0,0.0,,3,14835.0,225.0,55.0,31.0,0
,0.0,41.0,1,,27.0,,7.0,0
6.0,0.0,40.0,0,15180.0,182.0,151.0,29.0,0
0.0,0.0,40.0,1,6195.0,,187.0,25.0,0
0.0,0.0,40.0,0,570.0,14.0,1.0,10.0,0
0.0,,41.0,0,405.0,14.0,14.0,7.0,0
0.0,0.0,40.0,0,0.0,0.0,1.0,0.0,1
0.0,0.0,40.0,0,7203.0,127.0,,42.0,0
4.0,0.0,,1,11160.0,,12.0,46.0,0
,,40.0,1,6413.0,75.0,109.0,36.0,0
20.0,0.0,36.0,0,650.0,47.0,17.0,16.0,1
18.0,,39.0,8,10130.0,93.0,2.0,41.0,0
10.0,,39.0,1,5513.0,98.0,27.0,,1
0.0,,37.0,0,,,,13.0,0
,,,0,2685.0,41.0,10.0,15.0,1
6.0,,39.0,0,1963.0,44.0,,30.0,1
,0.0,39.0,0,,0.0,1.0,,1
,0.0,39.0,0,1363.0,25.0,,5.0,0
0.0,0.0,,1,,97.0,,21.0,0
0.0,0.0,39.0,0,323.0,7.0,10.0,,1
,0.0,39.0,1,,4.0,,1.0,0
22.0,0.0,,3,15770.0,238.0,1.0,79.0,0
,0.0,,3,6660.0,116.0,272.0,32.0,0
0.0,0.0,,0,3413.0,82.0,,27.0,0
,0.0,38.0,0,1360.0,,39.0,19.0,0
3.0,0.0,39.0,0,2475.0,,176.0,22.0,0
,0.0,30.0,1,1010.0,36.0,194.0,10.0,0
1.0,0.0,,0,1263.0,39.0,,,0
8.0,0.0,30.0,0,395.0,25.0,,6.0,0
0.0,0.0,29.0,0,520.0,,22.0,2.0,0
7.0,0.0,28.0,0,920.0,32.0,20.0,12.0,0
0.0,0.0,28.0,0,2920.0,61.0,,22.0,0
0.0,0.0,21.0,0,1390.0,26.0,29.0,13.0,0
13.0,0.0,20.0,1,,,86.0,41.0,0
9.0,0.0,18.0,0,,171.0,74.0,39.0,0
,,19.0,3,2547.0,45.0,,18.0,0
0.0,,12.0,1,,40.0,216.0,9.0,0
0.0,0.0,12.0,1,1182.0,19.0,1.0,6.0,1
,0.0,,0,,,23.0,15.0,0
1.0,0.0,,0,,10.0,8.0,2.0,0
,0.0,,0,2858.0,65.0,360.0,22.0,0
,0.0,37.0,0,4603.0,71.0,2.0,33.0,0
4.0,0.0,37.0,0,2798.0,63.0,3.0,31.0,0
12.0,0.0,,1,,87.0,,26.0,0
,0.0,,0,,44.0,,16.0,0
14.0,,36.0,2,,126.0,145.0,41.0,0
8.0,,,0,14178.0,,1.0,42.0,0
8.0,,37.0,1,4920.0,,3.0,23.0,0
7.0,0.0,37.0,0,6323.0,100.0,,,0
10.0,0.0,37.0,0,2643.0,59.0,9.0,15.0,0
26.0,1.0,,3,15545.0,,55.0,30.0,0
,,37.0,1,3500.0,32.0,484.0,6.0,0
,0.0,36.0,0,15890.0,,,28.0,0
4.0,0.0,36.0,1,6905.0,91.0,,24.0,0
1.0,,36.0,0,,19.0,1.0,9.0,0
3.0,0.0,37.0,0,1115.0,19.0,14.0,6.0,0
,0.0,36.0,0,0.0,0.0,1.0,0.0,1
4.0,0.0,36.0,0,7913.0,132.0,385.0,41.0,0
8.0,0.0,36.0,1,11870.0,159.0,12.0,45.0,0
9.0,0.0,36.0,1,,80.0,,35.0,0
24.0,,,0,1360.0,52.0,17.0,15.0,1
,0.0,35.0,8,10840.0,98.0,2.0,,0
14.0,0.0,35.0,1,6223.0,103.0,27.0,22.0,0
2.0,0.0,,0,3245.0,27.0,1.0,12.0,0
10.0,0.0,34.0,0,3395.0,46.0,,14.0,1
,,35.0,0,2673.0,49.0,35.0,,1
1.0,0.0,,0,538.0,7.0,1.0,1.0,1
2.0,,35.0,0,,30.0,1.0,4.0,0
4.0,0.0,32.0,1,7190.0,102.0,,,0
,0.0,35.0,0,1033.0,12.0,,2.0,1
1.0,,35.0,1,,9.0,5.0,1.0,0
,0.0,30.0,3,16480.0,,1.0,78.0,0
,0.0,33.0,3,7370.0,121.0,272.0,31.0,0
3.0,0.0,35.0,0,4123.0,87.0,3.0,26.0,0
4.0,,34.0,0,,49.0,,,0
7.0,0.0,35.0,0,3185.0,58.0,176.0,21.0,0
5.0,0.0,26.0,1,,41.0,194.0,9.0,0
5.0,0.0,25.0,0,,44.0,31.0,,0
12.0,0.0,26.0,0,1105.0,30.0,11.0,5.0,0
1.0,0.0,,0,1230.0,,,1.0,0
11.0,,24.0,0,1630.0,,20.0,11.0,0
3.0,,24.0,0,3630.0,66.0,9.0,21.0,0
3.0,0.0,17.0,0,2100.0,31.0,,12.0,0
17.0,0.0,16.0,1,6797.0,146.0,86.0,,0
13.0,0.0,14.0,0,9337.0,176.0,74.0,38.0,0
9.0,0.0,15.0,3,3257.0,,32.0,17.0,0
,0.0,8.0,1,4795.0,45.0,216.0,8.0,0
4.0,0.0,8.0,1,1892.0,24.0,,5.0,1
0.0,0.0,35.0,0,,,0.0,15.0,0
0.0,0.0,36.0,0,0.0,0.0,0.0,,0
0.0,,,0,,43.0,327.0,22.0,0
,0.0,35.0,0,,49.0,0.0,,0
0.0,0.0,35.0,0,1378.0,41.0,,31.0,0
